1,32,2.0,1318.85,0.42746,-0.0216,387.02
2,64,2.0,1410.38,0.30805,-0.05156,327.58
3,96,2.0,1416.89,0.30584,-0.06825,311.73
4,128,2.33,1327.87,0.30879,-0.07911,250.68
5,160,2.0,1389.58,0.31678,-0.0677,291.06
6,192,2.06,1386.21,0.3112,-0.07439,320.33
7,224,2.06,1387.76,0.30649,-0.07877,296.62
8,256,2.13,1325.09,0.33754,-0.07925,244.63
9,288,2.0,1344.37,0.31624,-0.07804,300.58
10,320,2.06,1346.39,0.32344,-0.07753,290.97
11,352,2.75,1701.42,1017.78455,1.81695,258.34
12,384,2.53,1469.74,409.39713,2.53299,288.38
13,416,2.0,1451.58,0.62689,2.33471,319.31
14,448,1.89,1417.43,104.17548,2.79329,315.84
15,480,1.94,1298.87,0.3234,2.58547,363.96
16,512,1.62,1376.14,0.29522,2.38273,345.2
17,544,1.94,1303.76,0.32139,2.23063,295.62
18,576,1.62,1296.46,0.31344,2.07365,344.06
19,608,1.89,1488.06,0.3021,1.95159,318.37
20,640,1.62,1392.24,0.28464,1.83144,355.03
21,672,1.67,1353.38,0.33876,1.72387,365.84
22,704,2.75,1597.08,895.10126,2.39206,242.03
23,736,2.67,1696.43,763.03015,3.41527,270.62
24,768,2.47,1568.97,177.95218,3.66579,283.12
25,800,2.47,1693.93,834.6348,4.39784,299.5
26,832,2.13,1301.86,35.66968,4.32973,238.07
27,864,2.13,1302.36,0.46129,4.18332,246.22
28,896,2.2,1318.65,0.32237,4.04701,284.92
29,928,2.13,1347.13,0.35485,3.92048,282.86
30,960,2.27,1283.31,0.32561,3.80195,244.25
31,992,2.47,1338.39,12.33324,3.73346,267.29
32,1024,2.33,1329.91,16.46478,3.66932,301.29
33,1056,2.2,1374.53,2.93208,3.58814,314.0
34,1088,2.4,1337.63,0.30319,3.48882,383.8
35,1120,2.6,1348.89,0.31525,3.39674,284.87
36,1152,2.4,1299.97,0.30167,3.30908,259.34
37,1184,2.67,1372.34,0.31209,3.24175,233.13
38,1216,2.13,1340.82,0.30063,3.15935,266.19
39,1248,2.2,1355.07,0.30571,3.08207,290.77
40,1280,2.47,1349.59,0.31783,3.0091,284.29
41,1312,2.2,1324.49,0.30794,2.93869,248.79
42,1344,1.94,1315.6,0.29611,2.85685,285.85
43,1376,1.78,1375.88,0.31619,2.7831,294.28
44,1408,2.11,1332.26,0.30056,2.70957,285.7
45,1440,1.83,1386.58,0.29284,2.63892,289.66
46,1472,2.27,1354.21,0.32798,2.58521,276.97
47,1504,2.13,1320.64,0.30451,2.53171,242.09
48,1536,2.0,1327.83,0.29071,2.47015,287.04
49,1568,1.67,1397.8,0.29611,2.40058,345.16
50,1600,1.94,1451.94,0.30375,2.34433,295.67
51,1632,1.78,1332.78,0.29453,2.29025,293.31
52,1664,1.78,1668.65,737.963,2.69458,349.51
53,1696,1.83,1634.26,464.85944,3.0668,348.54
54,1728,1.42,1516.46,223.94443,3.39835,425.88
55,1760,1.52,1426.79,265.1657,3.75177,353.4
56,1792,1.89,1839.33,316.84576,4.15011,371.16
57,1824,1.5,1598.43,109.31262,4.35918,420.56
58,1856,1.5,1811.42,319.74347,4.88998,478.5
59,1888,1.67,1742.06,1256.5354,5.62555,416.04
60,1920,1.5,1700.33,1170.8333,6.41126,455.78
61,1952,1.37,1660.56,439.1959,7.06345,506.37
62,1984,1.94,1798.42,294.3685,7.40444,365.75
63,2016,1.71,1635.75,1372.9202,7.88927,391.19
64,2048,1.78,1584.26,615.75934,8.27495,342.42
65,2080,1.76,1627.88,615.58923,8.53708,398.29
66,2112,1.62,1669.55,162.02853,8.69583,401.95
67,2144,1.38,1589.8,244.4556,8.87846,428.44
68,2176,1.71,1659.09,212.29459,9.06863,403.83
69,2208,1.94,1730.21,94.85594,9.16152,356.66
70,2240,1.78,1735.63,635.7126,9.55923,371.82
71,2272,1.81,1702.76,870.0819,10.12218,418.04
72,2304,1.94,1820.03,866.2086,10.55575,381.01
73,2336,1.67,1675.15,677.5867,10.80951,406.2
74,2368,1.22,1519.98,38.61974,10.91108,466.42
75,2400,1.26,1701.77,27.59914,10.99643,503.44
